,城市ID,行政归属,城市简称,拼音,lat,lon
264,WX00Z63H8TCQ,山西省/朔州市/山阴县,山西/朔州/山阴,Shanyin,39.52,112.82
265,WX02ZRZ5MNKG,山西省/朔州市/应县,山西/朔州/应县,Yingxian,39.55,113.18
266,WRPGRQ4HKUNM,山西省/朔州市/右玉县,山西/朔州/右玉,Youyu,39.98,112.47
267,WX06T4Y6DFPK,山西省/朔州市/怀仁市,山西/朔州/怀仁,Huairen,39.83,113.08
268,WW8NMEQJCMJE,山西省/晋中市,山西/晋中/晋中,Jinzhong,37.68,112.75
269,WW8NMWF7B000,山西省/晋中市/榆次区,山西/晋中/榆次,Yuci,37.6988555,112.7447892
270,WW86FSQHRUC7,山西省/晋中市/榆社县,山西/晋中/榆社,Yushe,37.07,112.97
271,WW8DGU3S2KZ5,山西省/晋中市/左权县,山西/晋中/左权,Zuoquan,37.07,113.37
272,WW8U27EPHB3G,山西省/晋中市/和顺县,山西/晋中/和顺,Heshun,37.33,113.57
273,WW8Y529B6H2C,山西省/晋中市/昔阳县,山西/晋中/昔阳,Xiyang,37.62,113.7
274,WW8RRRZ4VPUC,山西省/晋中市/寿阳县,山西/晋中/寿阳,Shouyang,37.88,113.18
275,WW8HCHH7M1DD,山西省/晋中市/太谷县,山西/晋中/太谷,Taigu,37.42,112.55
276,WQXUKPK5W8WU,山西省/晋中市/祁县,山西/晋中/祁县,Qixian,37.35,112.33
277,WQXG82RTNQQ4,山西省/晋中市/平遥县,山西/晋中/平遥,Pingyao,37.18,112.17
278,WQX3XKK6VCBS,山西省/晋中市/灵石县,山西/晋中/灵石,Lingshi,36.85,111.77
279,WQXDDV1EMH2D,山西省/晋中市/介休市,山西/晋中/介休,Jiexiu,37.03,111.92
280,WQNZJRJNM3JV,山西省/运城市,山西/运城/运城,Yuncheng,35.02,110.98
281,WQNZMBKZZMSR,山西省/运城市/盐湖区,山西/运城/盐湖,Yanhu,35.02714853,111.0017132
282,WQNZBWU784FT,山西省/运城市/临猗县,山西/运城/临猗,Linyi,35.15,110.77
283,WQQC9BPBQNTD,山西省/运城市/万荣县,山西/运城/万荣,Wanrong,35.42,110.83
284,WQR14G7BTVDG,山西省/运城市/闻喜县,山西/运城/闻喜,Wenxi,35.35,111.22
285,WQQFT0VCH2VR,山西省/运城市/稷山县,山西/运城/稷山,Jishan,35.6,110.97
286,WQR4DU7VTC6B,山西省/运城市/新绛县,山西/运城/新绛,Xinjiang,35.62,111.22
287,WQR3FFFVCRME,山西省/运城市/绛县,山西/运城/绛县,Jiangxian,35.48,111.57
288,WQR2V45T7SGN,山西省/运城市/垣曲县,山西/运城/垣曲,Yuanqu,35.3,111.67
289,WQPPFYGGTFFV,山西省/运城市/夏县,山西/运城/夏县,Xiaxian,35.15,111.22
290,WQPN4UEGMYDF,山西省/运城市/平陆县,山西/运城/平陆,Pinglu,34.83,111.22
291,WQNTQSFWNUVD,山西省/运城市/芮城县,山西/运城/芮城,Ruicheng,34.7,110.68
292,WQNW2TTQSRR8,山西省/运城市/永济市,山西/运城/永济,Yongji,34.88,110.42
293,WQQDX0C30BYX,山西省/运城市/河津市,山西/运城/河津,Hejin,35.6,110.7
294,WWB4T4PKXRH7,山西省/忻州市,山西/忻州/忻州,Xinzhou,38.42,112.73
295,WWB4MRNMS0C8,山西省/忻州市/忻府区,山西/忻州/忻府,Xinfu,38.40365821,112.7394698
296,WWB6FJPDJZBM,山西省/忻州市/定襄县,山西/忻州/定襄,Dingxiang,38.48,112.95
297,WWBS34D4S729,山西省/忻州市/五台县,山西/忻州/五台县,Wutaixian,38.73,113.25
298,WWBQ60RXJZBK,山西省/忻州市/代县,山西/忻州/代县,Daixian,39.07,112.95
299,WWBWCHD0H32E,山西省/忻州市/繁峙县,山西/忻州/繁峙,Fanshi,39.18,113.25
300,WQZVG7WR7WVJ,山西省/忻州市/宁武县,山西/忻州/宁武,Ningwu,39,112.3
301,WQZD710CQN3J,山西省/忻州市/静乐县,山西/忻州/静乐,Jingle,38.37,111.93
302,WQZY34M992PB,山西省/忻州市/神池县,山西/忻州/神池,Shenchi,39.08,112.2
303,WQZT31W8VVSF,山西省/忻州市/五寨县,山西/忻州/五寨,Wuzhai,38.9,111.85
304,WQZK4V4GC6VS,山西省/忻州市/岢岚县,山西/忻州/岢岚,Kelan,38.7,111.57
305,WRP00BFMHSJF,山西省/忻州市/河曲县,山西/忻州/河曲,Hequ,39.38,111.13
306,WQYBPZT229EC,山西省/忻州市/保德县,山西/忻州/保德,Baode,39.022488,111.086564
307,WRP234PB6K9Z,山西省/忻州市/偏关县,山西/忻州/偏关,Pianguan,39.43,111.5
308,WWBHKD9DS76C,山西省/忻州市/原平市,山西/忻州/原平,Yuanping,38.73,112.7
309,WQRM38NMHR7P,山西省/临汾市,山西/临汾/临汾,Linfen,36.08,111.52
310,WQRM4ZVRFJJK,山西省/临汾市/尧都区,山西/临汾/尧都,Yaodou,36.07908626,111.5734649
311,WQR68W1ZZ32K,山西省/临汾市/曲沃县,山西/临汾/曲沃,Quwo,35.63,111.47
312,WQR7Q22N2DVB,山西省/临汾市/翼城县,山西/临汾/翼城,Yicheng,35.73,111.72
313,WQRHPEUB5HY0,山西省/临汾市/襄汾县,山西/临汾/襄汾,Xiangfen,35.88,111.43
314,WQRQJP5EE9G0,山西省/临汾市/洪洞县,山西/临汾/洪洞,Hongtong,36.25,111.67
315,WQRW6FC8J409,山西省/临汾市/古县,山西/临汾/古县,Guxian,36.27,111.92
316,WQRVDKCVN86M,山西省/临汾市/安泽县,山西/临汾/安泽,Anze,36.15,112.25
317,WQRS8U0H7VGZ,山西省/临汾市/浮山县,山西/临汾/浮山,Fushan,35.97,111.83
318,WQQTQEF9WZV8,山西省/临汾市/吉县,山西/临汾/吉县,Jixian,36.1,110.68
319,WQQU9UPUQJVX,山西省/临汾市/乡宁县,山西/临汾/乡宁,Xiangning,35.97,110.83
320,WQQZ2PJTNHC2,山西省/临汾市/大宁县,山西/临汾/大宁,Daning,36.47,110.75
321,WQWBU30BBRG5,山西省/临汾市/隰县,山西/临汾/隰县,Xixian,36.7,110.93
322,WQW9JMY2CBFC,山西省/临汾市/永和县,山西/临汾/永和,Yonghe,36.77,110.63
323,WQQZPWJCZS56,山西省/临汾市/蒲县,山西/临汾/蒲县,Puxian,36.42,111.08
324,WQX26ZFV9RJT,山西省/临汾市/汾西县,山西/临汾/汾西,Fenxi,36.65,111.57
325,WQR4TU6TE13B,山西省/临汾市/侯马市,山西/临汾/侯马,Houma,35.62,111.35
326,WQX2N3258WJG,山西省/临汾市/霍州市,山西/临汾/霍州,Huozhou,36.57,111.72
327,WQXJ2UGJEGPU,山西省/吕梁市,山西/吕梁/吕梁,Lvliang,37.512405,111.1310005
328,WQXJ2Y63UDVV,山西省/吕梁市/离石区,山西/吕梁/离石,Lishi,37.52,111.13
329,WQXSVJFMX1WP,山西省/吕梁市/文水县,山西/吕梁/文水,Wenshui,37.43,112.02
330,WQXV85C0S7M4,山西省/吕梁市/交城县,山西/吕梁/交城,Jiaocheng,37.55,112.15
331,WQZ4BE5PGXV2,山西省/吕梁市/兴县,山西/吕梁/兴县,Xingxian,38.47,111.12
332,WQWZVKT4V2TZ,山西省/吕梁市/临县,山西/吕梁/临县,Linxian,37.95,110.98
333,WQWUGTFVT39X,山西省/吕梁市/柳林县,山西/吕梁/柳林,Liulin,37.43,110.9
334,WQWF3ZXUW5VT,山西省/吕梁市/石楼县,山西/吕梁/石楼,Shilou,37,110.83
335,WQZ3V0ET5T5N,山西省/吕梁市/岚县,山西/吕梁/岚县,Lanxian,38.28,111.67
336,WQXP7PG4YZG3,山西省/吕梁市/方山县,山西/吕梁/方山,Fangshan,37.88,111.23
337,WQXH3GWZ1B2E,山西省/吕梁市/中阳县,山西/吕梁/中阳,Zhongyang,37.33,111.18
338,WQX466JMGG98,山西省/吕梁市/交口县,山西/吕梁/交口,Jiaokou,36.97,111.2
339,WQX7R6UQMVBW,山西省/吕梁市/孝义市,山西/吕梁/孝义,Xiaoyi,37.15,111.77
340,WQXKP8G9QZ91,山西省/吕梁市/汾阳市,山西/吕梁/汾阳,Fenyang,37.27,111.78
341,WRR2Q2Z7CXWM,内蒙古自治区/呼和浩特市,内蒙古/呼和浩特/呼和浩特,Huhehaote,40.83,111.73
342,WRR2KVG2VVPD,内蒙古自治区/呼和浩特市/新城区,内蒙古/呼和浩特/新城,Xincheng,40.85693706,111.6587729
343,WRR25UV015EU,内蒙古自治区/呼和浩特市/回民区,内蒙古/呼和浩特/回民,Huimin,40.80736204,111.6170221
344,WRPRV49XB01Z,内蒙古自治区/呼和浩特市/玉泉区,内蒙古/呼和浩特/玉泉,Yuquan,40.75236929,111.6671016
345,WRR2J9TZ4PWB,内蒙古自治区/呼和浩特市/赛罕区,内蒙古/呼和浩特/赛罕,Saihan,40.79073165,111.6950032
346,WRPP8UF7HWJV,内蒙古自治区/呼和浩特市/土默特左旗,内蒙古/呼和浩特/土左旗,Tuzuoqi,40.72,111.13
347,WRPJ1FYVCB0D,内蒙古自治区/呼和浩特市/托克托县,内蒙古/呼和浩特/托县,Tuoxian,40.27,111.18
348,WRPT8WBYDCE4,内蒙古自治区/呼和浩特市/和林格尔县,内蒙古/呼和浩特/和林,Helin,40.38,111.82
349,WRP7J74YUE7E,内蒙古自治区/呼和浩特市/清水河县,内蒙古/呼和浩特/清水河,Qingshuihe,39.92,111.68
350,WRR38N7KM5P3,内蒙古自治区/呼和浩特市/武川县,内蒙古/呼和浩特/武川,Wuchuan,41.08,111.45
351,WRNP70PG2MPX,内蒙古自治区/包头市,内蒙古/包头/包头,Baotou,40.65,109.83
352,WRNNZFRK4QU1,内蒙古自治区/包头市/东河区,内蒙古/包头/东河,Donghe,40.57460613,110.0381345
353,WRNP5Q3XD0CZ,内蒙古自治区/包头市/昆都仑区,内蒙古/包头/昆都仑,Kundoulun,40.64109377,109.8324705
354,WRNPHWXVC6JX,内蒙古自治区/包头市/青山区,内蒙古/包头/青山,Qingshan,40.64217343,109.8959581
355,WRNRM5VSXDT8,内蒙古自治区/包头市/石拐区,内蒙古/包头/石拐,Shiguai,40.67079945,110.2666717
356,WRQJVB46BMM3,内蒙古自治区/包头市/白云鄂博矿区,内蒙古/包头/白云鄂博,Baiyunebo,41.7924927,109.9432933
357,WRNNYQBHVKJV,内蒙古自治区/包头市/九原区,内蒙古/包头/九原,Jiuyuan,40.59944009,109.9623914
358,WRNWFCW1QSHU,内蒙古自治区/包头市/土默特右旗,内蒙古/包头/土右旗,Tuyouqi,40.57,110.52
359,WRQ32JRCNF7E,内蒙古自治区/包头市/固阳县,内蒙古/包头/固阳,Guyang,41.03,110.05
360,WRQQZ7FJ2MU1,内蒙古自治区/包头市/达尔罕茂明安联合旗,内蒙古/包头/达茂旗,Damaoqi,41.9893052,110.3604289
361,WR5CWTXYQRVP,内蒙古自治区/乌海市,内蒙古/乌海/乌海,Wuhai,39.67,106.82
362,WR5CY9QS9051,内蒙古自治区/乌海市/海勃湾区,内蒙古/乌海/海勃湾,Haibowan,39.69025638,106.8180554
363,WRH027BW6C3P,内蒙古自治区/乌海市/海南区,内蒙古/乌海/海南,Hainan,39.44062552,106.8867924
364,WR5BSX8JK31B,内蒙古自治区/乌海市/乌达区,内蒙古/乌海/乌达,Wuda,39.50499608,106.7213762
365,WXS86P4BSG4G,内蒙古自治区/赤峰市,内蒙古/赤峰/赤峰,Chifeng,42.27,118.92
366,WXS8DG25QSRP,内蒙古自治区/赤峰市/红山区,内蒙古/赤峰/红山,Hongshan,42.29382543,118.9492633
367,WXKZ4KD9EVGY,内蒙古自治区/赤峰市/元宝山区,内蒙古/赤峰/元宝山,Yuanbaoshan,42.0367275,119.2821638
368,WXS8D1XPE0CR,内蒙古自治区/赤峰市/松山区,内蒙古/赤峰/松山,Songshan,42.28492308,118.9257594
369,WXV3SKPEDBCE,内蒙古自治区/赤峰市/阿鲁科尔沁旗,内蒙古/赤峰/阿鲁旗,Aluqi,43.88,120.08
370,WXUFHW3F5D5Y,内蒙古自治区/赤峰市/巴林左旗,内蒙古/赤峰/巴林左旗,Balinzuoqi,43.98,119.38
371,WXSRS6SF7KJ2,内蒙古自治区/赤峰市/巴林右旗,内蒙古/赤峰/巴林右旗,Balinyouqi,43.52,118.67
372,WXGBN31KKM5F,内蒙古自治区/赤峰市/林西县,内蒙古/赤峰/林西,Linxi,43.6,118.05
373,WXEW1QFK62V0,内蒙古自治区/赤峰市/克什克腾旗,内蒙古/赤峰/克什克腾,Keshiketeng,43.28,117.48
374,WXSU6GNH7E1G,内蒙古自治区/赤峰市/翁牛特旗,内蒙古/赤峰/翁牛特,Wengniute,42.9517961,119.3089295
375,WXKQMGUUKTYV,内蒙古自治区/赤峰市/喀喇沁旗,内蒙古/赤峰/喀喇沁,Kalaqin,41.9012435,118.7359736
376,WXKUEMJ3WD11,内蒙古自治区/赤峰市/宁城县,内蒙古/赤峰/宁城,Ningcheng,41.6,119.33
377,WXT0XSQXM7W2,内蒙古自治区/赤峰市/敖汉旗,内蒙古/赤峰/敖汉,Aohan,42.3,119.87
378,WXYBNKF2CT25,内蒙古自治区/通辽市,内蒙古/通辽/通辽,Tongliao,43.62,122.27
379,Y8N2K43REK6R,内蒙古自治区/通辽市/科尔沁区,内蒙古/通辽/科尔沁,Keerqin,45.05761637,121.4667031
380,WXZEN1WGUK0Z,内蒙古自治区/通辽市/科尔沁左翼中旗,内蒙古/通辽/科左中旗,Kezuozhongqi,44.13,123.32
381,WXXH24U9CSK3,内蒙古自治区/通辽市/科尔沁左翼后旗,内蒙古/通辽/科左后旗,Kezuohouqi,42.95,122.35
382,WXY201PUQV5D,内蒙古自治区/通辽市/开鲁县,内蒙古/通辽/开鲁,Kailu,43.6,121.3
383,WXWE4FY0Q9KF,内蒙古自治区/通辽市/库伦旗,内蒙古/通辽/库伦,Kulun,42.73,121.77
384,WXTGC2WEKFBQ,内蒙古自治区/通辽市/奈曼旗,内蒙古/通辽/奈曼,Naiman,42.85,120.65
385,WXVVQQNFE1UM,内蒙古自治区/通辽市/扎鲁特旗,内蒙古/通辽/扎鲁特,Zhalute,44.55,120.87
386,Y8J548QRRP4M,内蒙古自治区/通辽市/霍林郭勒市,内蒙古/通辽/霍林郭勒,Huolinguole,45.53,119.65
387,WRN16S9GJRQ1,内蒙古自治区/鄂尔多斯市,内蒙古/鄂尔多斯/鄂尔多斯,Eerduosi,39.62,109.8
388,WRN4X1583F0B,内蒙古自治区/鄂尔多斯市/东胜区,内蒙古/鄂尔多斯/东胜,Dongsheng,39.82,110
389,WRN17F23YKG3,内蒙古自治区/鄂尔多斯市/康巴什区,内蒙古/鄂尔多斯/康巴什,Kangbashi,39.6074124,109.8529111
390,WRNJZW4PEF1G,内蒙古自治区/鄂尔多斯市/达拉特旗,内蒙古/鄂尔多斯/达拉特,Dalate,40.42,110.02
391,WRP18ZD2U8JG,内蒙古自治区/鄂尔多斯市/准格尔旗,内蒙古/鄂尔多斯/准格尔,Zhungeer,39.68,111.13
392,WQU3QRRWBSHK,内蒙古自治区/鄂尔多斯市/鄂托克前旗,内蒙古/鄂尔多斯/鄂前旗,Eqianqi,38.229483,107.5115476
393,WQUY8CT6E2E1,内蒙古自治区/鄂尔多斯市/鄂托克旗,内蒙古/鄂尔多斯/鄂托克,Etuoke,39.12,107.97
394,WRJ69FZ6XD5S,内蒙古自治区/鄂尔多斯市/杭锦旗,内蒙古/鄂尔多斯/杭锦旗,Hangjinqi,39.83,108.72
395,WQV7SFYJKCD8,内蒙古自治区/鄂尔多斯市/乌审旗,内蒙古/鄂尔多斯/乌审旗,Wushenqi,38.6,108.85
396,WQYP3CHPF6K3,内蒙古自治区/鄂尔多斯市/伊金霍洛旗,内蒙古/鄂尔多斯/伊金霍洛,Yijinhuoluo,39.25,109.77
397,Y8TPTQNF5V3X,内蒙古自治区/呼伦贝尔市,内蒙古/内蒙古/呼伦贝尔,Hulunbeier,49.16419117,119.7713957
398,Y8V0J2JZ730B,内蒙古自治区/呼伦贝尔市/海拉尔区,内蒙古/呼伦贝尔/海拉尔,Hailaer,49.22,119.77
399,Y8G9TKZ0EY3K,内蒙古自治区/呼伦贝尔市/扎赉诺尔区,内蒙古/呼伦贝尔/扎赉诺尔,Zhalainuoer,49.5086345,117.6623637
400,Y8XCC9U1ED2C,内蒙古自治区/呼伦贝尔市/阿荣旗,内蒙古/呼伦贝尔/阿荣旗,Arongqi,48.13,123.47
401,YB8E9PDNHQBS,内蒙古自治区/呼伦贝尔市/莫力达瓦达斡尔族自治旗,内蒙古/呼伦贝尔/莫力达瓦,Molidawa,48.47,124.5
402,YBBJGD9F14VV,内蒙古自治区/呼伦贝尔市/鄂伦春自治旗,内蒙古/呼伦贝尔/鄂伦春旗,Elunchunqi,50.2435841,123.9062625
403,Y8T76RN47M5Q,内蒙古自治区/呼伦贝尔市/鄂温克族自治旗,内蒙古/呼伦贝尔/鄂温克旗,Ewenkeqi,48.4226553,119.9900731
404,Y8V1S4ZDQ3WD,内蒙古自治区/呼伦贝尔市/陈巴尔虎旗,内蒙古/呼伦贝尔/陈旗,Chenqi,49.4979228,119.717608
405,Y8SS1PUGYH77,内蒙古自治区/呼伦贝尔市/新巴尔虎左旗,内蒙古/呼伦贝尔/新左旗,Xinzuoqi,48.5588642,118.8788553
406,Y8DVQFRGVYH1,内蒙古自治区/呼伦贝尔市/新巴尔虎右旗,内蒙古/呼伦贝尔/新右旗,Xinyouqi,48.7483873,116.6747137
407,Y8GD09U2RMGS,内蒙古自治区/呼伦贝尔市/满洲里市,内蒙古/呼伦贝尔/满洲里,Manzhouli,49.58,117.45
408,Y8VB770UUCUF,内蒙古自治区/呼伦贝尔市/牙克石市,内蒙古/呼伦贝尔/牙克石,Yakeshi,49.28,120.73
409,Y8X2CNRZF23B,内蒙古自治区/呼伦贝尔市/扎兰屯市,内蒙古/呼伦贝尔/扎兰屯,Zhalantun,47.98,122.75
410,Y8VMYB06UYXJ,内蒙古自治区/呼伦贝尔市/额尔古纳市,内蒙古/呼伦贝尔/额尔古纳,Eerguna,50.23,120.18
411,Y9N2VK0NVNP7,内蒙古自治区/呼伦贝尔市/根河市,内蒙古/呼伦贝尔/根河,Genhe,50.78,121.52
412,WRHRG8C39PEC,内蒙古自治区/巴彦淖尔市,内蒙古/内蒙古/巴彦淖尔,Bayanzhuor,40.74172251,107.382136
413,WRHRGFQ3CQS6,内蒙古自治区/巴彦淖尔市/临河区,内蒙古/巴彦淖尔/临河,Linhe,40.75,107.4
414,WRKCZDPBCG73,内蒙古自治区/巴彦淖尔市/五原县,内蒙古/巴彦淖尔/五原,Wuyuan,41.1,108.27
415,WRHJ7MCE68ZU,内蒙古自治区/巴彦淖尔市/磴口县,内蒙古/巴彦淖尔/磴口,Dengkou,40.33,107.02
416,WRJR8KUE0QPV,内蒙古自治区/巴彦淖尔市/乌拉特前旗,内蒙古/巴彦淖尔/乌前旗,Wuqianqi,40.72,108.65
417,WRMHMRTFG38V,内蒙古自治区/巴彦淖尔市/乌拉特中旗,内蒙古/巴彦淖尔/乌中旗,Wuzhongqi,41.57,108.52
418,WRK1U6JBZG69,内蒙古自治区/巴彦淖尔市/乌拉特后旗,内蒙古/巴彦淖尔/乌后旗,Wuhouqi,41.1,107.07
419,WRK0W3BPRBQF,内蒙古自治区/巴彦淖尔市/杭锦后旗,内蒙古/巴彦淖尔/杭锦后旗,Hangjinhouqi,40.88,107.15
420,WX23NNWFJD1D,内蒙古自治区/乌兰察布市,内蒙古/内蒙古/乌兰察布,Wulanchabu,40.99309126,113.1247423
421,WX23MTKCJ427,内蒙古自治区/乌兰察布市/集宁区,内蒙古/乌兰察布/集宁,Jining,41.03,113.1
422,WX209TDGZ0EG,内蒙古自治区/乌兰察布市/卓资县,内蒙古/乌兰察布/卓资,Zhuozi,40.9,112.57
423,WX3N65SM0W15,内蒙古自治区/乌兰察布市/化德县,内蒙古/乌兰察布/化德,Huade,41.9,114
424,WX2SR7YN29RS,内蒙古自治区/乌兰察布市/商都县,内蒙古/乌兰察布/商都,Shangdu,41.55,113.53
425,WX2BX3UZK26D,内蒙古自治区/乌兰察布市/兴和县,内蒙古/乌兰察布/兴和,Xinghe,40.88,113.88
426,WRPYXD32MGWG,内蒙古自治区/乌兰察布市/凉城县,内蒙古/乌兰察布/凉城,Liangcheng,40.53,112.48
427,WX0XBRU29NYZ,内蒙古自治区/乌兰察布市/察哈尔右翼前旗,内蒙古/乌兰察布/察右前旗,Chayouqianqi,40.78,113.22
428,WX24FBYXJJX5,内蒙古自治区/乌兰察布市/察哈尔右翼中旗,内蒙古/乌兰察布/察右中旗,Chayouzhongqi,41.27,112.63
429,WX27Z3XPV0HC,内蒙古自治区/乌兰察布市/察哈尔右翼后旗,内蒙古/乌兰察布/察右后旗,Chayouhouqi,41.45,113.18
430,WRRKJY3RW8UZ,内蒙古自治区/乌兰察布市/四子王旗,内蒙古/乌兰察布/四子王旗,Siziwangqi,41.52,111.7
431,WX0QNB13F470,内蒙古自治区/乌兰察布市/丰镇市,内蒙古/乌兰察布/丰镇,Fengzhen,40.43,113.15
432,Y8NY1ECCRVK4,内蒙古自治区/兴安盟,内蒙古/兴安盟/兴安,Xingan,46.07553007,122.0608467
433,Y8NY1KD57NS4,内蒙古自治区/兴安盟/乌兰浩特市,内蒙古/兴安盟/乌兰浩特,Wulanhaote,46.08,122.05
434,Y8MK3HF77T3W,内蒙古自治区/兴安盟/阿尔山市,内蒙古/兴安盟/阿尔山,Aershan,47.18,119.93
435,Y8NWN6G3JYMN,内蒙古自治区/兴安盟/科尔沁右翼前旗,内蒙古/兴安盟/科右前旗,Keyouqianqi,46.07,121.92
436,Y8N2K15G20SV,内蒙古自治区/兴安盟/科尔沁右翼中旗,内蒙古/兴安盟/科右中旗,Keyouzhongqi,45.05,121.47
437,Y8R3UDVJCX65,内蒙古自治区/兴安盟/扎赉特旗,内蒙古/兴安盟/扎赉特,Zhalaite,46.73,122.9
438,Y8N6NMHTDM4H,内蒙古自治区/兴安盟/突泉县,内蒙古/兴安盟/突泉,Tuquan,45.38,121.57
439,WXF9BT6Y0JY4,内蒙古自治区/锡林郭勒盟,内蒙古/内蒙古/锡林郭勒,Xilinguole,43.93126746,116.0413825
440,WRZ8K4JREJGB,内蒙古自治区/锡林郭勒盟/二连浩特市,内蒙古/锡林郭勒/二连浩特,Erlianhaote,43.65,111.98
441,WXF9CJPWG18C,内蒙古自治区/锡林郭勒盟/锡林浩特市,内蒙古/锡林郭勒/锡林浩特,Xilinhaote,43.93,116.07
442,WXCF2PQT74VK,内蒙古自治区/锡林郭勒盟/阿巴嘎旗,内蒙古/锡林郭勒/阿巴嘎,Abaga,44.03,114.97
443,WXBC3WWUFBMN,内蒙古自治区/锡林郭勒盟/苏尼特左旗,内蒙古/锡林郭勒/苏左旗,Suzuoqi,43.85,113.63
444,WX855QMHZ385,内蒙古自治区/锡林郭勒盟/苏尼特右旗,内蒙古/锡林郭勒/苏右旗,Suyouqi,42.75,112.65
445,Y854VWWVNX18,内蒙古自治区/锡林郭勒盟/东乌珠穆沁旗,内蒙古/锡林郭勒/东乌旗,Dongwuqi,45.52,116.97
446,WXGTS599QD7D,内蒙古自治区/锡林郭勒盟/西乌珠穆沁旗,内蒙古/锡林郭勒/西乌旗,Xiwuqi,44.58,117.6
447,WX3YREWVHWP7,内蒙古自治区/锡林郭勒盟/太仆寺旗,内蒙古/锡林郭勒/太仆寺,Taibusiqi,41.9,115.3
448,WX8BNR8RX4XF,内蒙古自治区/锡林郭勒盟/镶黄旗,内蒙古/锡林郭勒/镶黄旗,Xianghuang,42.23,113.83
449,WX9B8UKRQ5X0,内蒙古自治区/锡林郭勒盟/正镶白旗,内蒙古/锡林郭勒/正镶白旗,Zhengxiangbaiqi,42.3,115
450,WXD2REKS5FV5,内蒙古自治区/锡林郭勒盟/正蓝旗,内蒙古/锡林郭勒/正蓝旗,Zhenglanqi,42.25,116
451,WX6ZFQDU79YS,内蒙古自治区/锡林郭勒盟/多伦县,内蒙古/锡林郭勒/多伦,Duolun,42.18,116.47
452,WQGJJBDMKH1Z,内蒙古自治区/阿拉善盟,内蒙古/阿拉善盟/阿拉善,Alashanmeng,38.85132674,105.7246996
453,WQGHUSF91KWU,内蒙古自治区/阿拉善盟/阿拉善左旗,内蒙古/阿拉善盟/阿左旗,Azuoqi,38.83,105.67
454,WQBR1B1HE9XH,内蒙古自治区/阿拉善盟/阿拉善右旗,内蒙古/阿拉善盟/阿右旗,Ayouqi,39.2,101.68
455,WPRWREDT4QH5,内蒙古自治区/阿拉善盟/额济纳旗,内蒙古/阿拉善盟/额济纳,Ejina,41.9,100.88
456,WXRVB9QYXKY8,辽宁省/沈阳市,辽宁/沈阳/沈阳,Shenyang,41.8,123.43
457,WXRV8R5T04M6,辽宁省/沈阳市/和平区,辽宁/沈阳/和平,Heping,41.78736989,123.4142375
458,WXRVC0PX7PW6,辽宁省/沈阳市/沈河区,辽宁/沈阳/沈河,Shenhe,41.79327743,123.4528197
459,WXRVC3ZWVKNY,辽宁省/沈阳市/大东区,辽宁/沈阳/大东,Dadong,41.80278655,123.4639033
460,WXRVBVE1P9RF,辽宁省/沈阳市/皇姑区,辽宁/沈阳/皇姑,Huanggu,41.8223834,123.4358487
461,WXRTZ3E3MWSD,辽宁省/沈阳市/铁西区,辽宁/沈阳/铁西,Tiexi,41.80048172,123.3701839
462,WXRTN8KHBPBG,辽宁省/沈阳市/苏家屯区,辽宁/沈阳/苏家屯,Sujiatun,41.66238703,123.3380137
463,WXRV318CHCYF,辽宁省/沈阳市/浑南区,辽宁/沈阳/浑南,Hunnan,41.71252274,123.4436257
464,WXRZ4WVR9X2Z,辽宁省/沈阳市/沈北新区,辽宁/沈阳/沈北新区,Shenbeixinqu,42.05012528,123.515576
465,WXRTTZCUTWXC,辽宁省/沈阳市/于洪区,辽宁/沈阳/于洪,Yuhong,41.79142657,123.3022105
466,WXRK0W3ZX2BR,辽宁省/沈阳市/辽中区,辽宁/沈阳/辽中,Liaozhong,41.52,122.72
467,WXXENYKSZ3D7,辽宁省/沈阳市/康平县,辽宁/沈阳/康平,Kangping,42.75,123.35
